stim_color,stimPosit,correction,respPosit,RT,congruency,nblock,hand,trial_index,postError,error_outlier,block1,block2,block3,block4,block5,block6
red,0,1,0,380.1,0,5,0,766,0,0,0,0,0,0,1,0
green,1,1,1,499,0,5,1,767,0,0,0,0,0,0,1,0
red,0,1,0,352.2,0,5,0,768,0,0,0,0,0,0,1,0
green,1,1,1,431,0,5,1,769,0,0,0,0,0,0,1,0
green,1,1,1,404,0,5,1,770,0,0,0,0,0,0,1,0
red,0,1,0,365,0,5,0,771,0,0,0,0,0,0,1,0
red,0,1,0,378,0,5,0,772,0,0,0,0,0,0,1,0
green,1,1,1,423,0,5,1,773,0,0,0,0,0,0,1,0
red,0,1,0,373.9,0,5,0,774,0,0,0,0,0,0,1,0
red,0,1,0,363,0,5,0,775,0,0,0,0,0,0,1,0
green,1,1,1,405.9,0,5,1,776,0,0,0,0,0,0,1,0
red,0,1,0,754.8,0,5,0,777,0,0,0,0,0,0,1,0
red,0,1,0,368,0,5,0,778,0,0,0,0,0,0,1,0
green,1,1,1,358.8,0,5,1,779,0,0,0,0,0,0,1,0
green,0,1,1,507.8,1,5,1,780,0,0,0,0,0,0,1,0
red,1,1,0,474.8,1,5,0,781,0,0,0,0,0,0,1,0
red,0,1,0,601.8,0,5,0,782,0,0,0,0,0,0,1,0
green,1,1,1,494.8,0,5,1,783,0,0,0,0,0,0,1,0
red,0,1,0,403.8,0,5,0,784,0,0,0,0,0,0,1,0
green,1,1,1,478.7,0,5,1,785,0,0,0,0,0,0,1,0
red,1,1,0,499.6,1,5,0,786,0,0,0,0,0,0,1,0
green,1,1,1,580.7,0,5,1,787,0,0,0,0,0,0,1,0
green,1,1,1,361.7,0,5,1,788,0,0,0,0,0,0,1,0
red,0,1,0,352.6,0,5,0,789,0,0,0,0,0,0,1,0
green,0,0,0,399.6,1,5,0,790,0,0,0,0,0,0,1,0
red,0,1,0,460.6,0,5,0,791,0,0,0,0,0,0,1,0
red,0,1,0,441.6,0,5,0,792,0,0,0,0,0,0,1,0
red,0,1,0,672.6,0,5,0,793,0,0,0,0,0,0,1,0
green,0,1,1,509.7,1,5,1,794,0,0,0,0,0,0,1,0
green,0,1,1,426.6,1,5,1,795,0,0,0,0,0,0,1,0
red,0,1,0,511.5,0,5,0,796,0,0,0,0,0,0,1,0
green,1,1,1,358.5,0,5,1,797,0,0,0,0,0,0,1,0
green,1,1,1,379.5,0,5,1,798,0,0,0,0,0,0,1,0
green,1,1,1,392.6,0,5,1,799,0,0,0,0,0,0,1,0
red,1,1,0,421.5,1,5,0,800,0,0,0,0,0,0,1,0
green,0,1,1,563.3,1,6,1,801,0,0,0,0,0,0,0,1
green,1,1,1,538.3,0,6,1,802,0,0,0,0,0,0,0,1
red,0,1,0,383.4,0,6,0,803,0,0,0,0,0,0,0,1
red,0,1,0,366.2,0,6,0,804,0,0,0,0,0,0,0,1
green,1,1,1,365.2,0,6,1,805,0,0,0,0,0,0,0,1
green,1,1,1,370.2,0,6,1,806,0,0,0,0,0,0,0,1
green,1,1,1,327.2,0,6,1,807,0,0,0,0,0,0,0,1
red,0,1,0,364.2,0,6,0,808,0,0,0,0,0,0,0,1
red,1,1,0,425.2,1,6,0,809,0,0,0,0,0,0,0,1
green,1,1,1,358.2,0,6,1,810,0,0,0,0,0,0,0,1
green,1,1,1,423.2,0,6,1,811,0,0,0,0,0,0,0,1
green,0,1,1,452.1,1,6,1,812,0,0,0,0,0,0,0,1
green,1,1,1,467.1,0,6,1,813,0,0,0,0,0,0,0,1
red,0,1,0,392.1,0,6,0,814,0,0,0,0,0,0,0,1
red,0,1,0,505,0,6,0,815,0,0,0,0,0,0,0,1
red,1,1,0,550,1,6,0,816,0,0,0,0,0,0,0,1
red,0,1,0,379,0,6,0,817,0,0,0,0,0,0,0,1
green,1,1,1,418,0,6,1,818,0,0,0,0,0,0,0,1
red,0,1,0,377,0,6,0,819,0,0,0,0,0,0,0,1
red,0,1,0,318,0,6,0,820,0,0,0,0,0,0,0,1
green,1,1,1,410.9,0,6,1,821,0,0,0,0,0,0,0,1
red,1,1,0,705.9,1,6,0,822,0,0,0,0,0,0,0,1
green,1,1,1,382.9,0,6,1,823,0,0,0,0,0,0,0,1
red,0,1,0,323.9,0,6,0,824,0,0,0,0,0,0,0,1
red,0,1,0,346.9,0,6,0,825,0,0,0,0,0,0,0,1
green,1,1,1,469.8,0,6,1,826,0,0,0,0,0,0,0,1
red,0,1,0,362.8,0,6,0,827,0,0,0,0,0,0,0,1
green,1,1,1,425.8,0,6,1,828,0,0,0,0,0,0,0,1
red,0,1,0,400.7,0,6,0,829,0,0,0,0,0,0,0,1
green,1,1,1,429.7,0,6,1,830,0,0,0,0,0,0,0,1
red,0,1,0,363,0,6,0,831,0,0,0,0,0,0,0,1
green,1,1,1,391.7,0,6,1,832,0,0,0,0,0,0,0,1
red,0,1,0,388.7,0,6,0,833,0,0,0,0,0,0,0,1
green,1,1,1,473.7,0,6,1,834,0,0,0,0,0,0,0,1
red,0,1,0,372.6,0,6,0,835,0,0,0,0,0,0,0,1
green,1,1,1,369.6,0,6,1,836,0,0,0,0,0,0,0,1
green,0,1,1,494.6,1,6,1,837,0,0,0,0,0,0,0,1
green,0,1,1,549.6,1,6,1,838,0,0,0,0,0,0,0,1
red,1,1,0,378.6,1,6,0,839,0,0,0,0,0,0,0,1
red,0,1,0,393.6,0,6,0,840,0,0,0,0,0,0,0,1
red,1,1,0,448.6,1,6,0,841,0,0,0,0,0,0,0,1
red,1,1,0,445.6,1,6,0,842,0,0,0,0,0,0,0,1
green,1,1,1,628.7,0,6,1,843,0,0,0,0,0,0,0,1
red,1,1,0,427.5,1,6,0,844,0,0,0,0,0,0,0,1
red,0,1,0,618.4,0,6,0,845,0,0,0,0,0,0,0,1
red,0,1,0,527.4,0,6,0,846,0,0,0,0,0,0,0,1
green,0,1,1,534.4,1,6,1,847,0,0,0,0,0,0,0,1
red,1,1,0,493.4,1,6,0,848,0,0,0,0,0,0,0,1
green,0,1,1,458.3,1,6,1,849,0,0,0,0,0,0,0,1
red,1,1,0,689.5,1,6,0,850,0,0,0,0,0,0,0,1
red,1,1,0,514.3,1,6,0,851,0,0,0,0,0,0,0,1
red,1,1,0,471.4,1,6,0,852,0,0,0,0,0,0,0,1
green,0,1,1,418.3,1,6,1,853,0,0,0,0,0,0,0,1
red,1,1,0,561.2,1,6,0,854,0,0,0,0,0,0,0,1
green,0,1,1,390.3,1,6,1,855,0,0,0,0,0,0,0,1
green,0,1,1,403.2,1,6,1,856,0,0,0,0,0,0,0,1
green,0,1,1,434.2,1,6,1,857,0,0,0,0,0,0,0,1
green,0,1,1,447.2,1,6,1,858,0,0,0,0,0,0,0,1
red,0,1,0,412.2,0,6,0,859,0,0,0,0,0,0,0,1
green,1,1,1,377.2,0,6,1,860,0,0,0,0,0,0,0,1
green,1,1,1,406.2,0,6,1,861,0,0,0,0,0,0,0,1
green,0,1,1,517.2,1,6,1,862,0,0,0,0,0,0,0,1
red,1,1,0,474.2,1,6,0,863,0,0,0,0,0,0,0,1
red,1,1,0,439.3,1,6,0,864,0,0,0,0,0,0,0,1
red,0,1,0,436.2,0,6,0,865,0,0,0,0,0,0,0,1
red,1,1,0,329.2,1,6,0,866,0,0,0,0,0,0,0,1
green,0,1,1,446.1,1,6,1,867,0,0,0,0,0,0,0,1
red,1,1,0,451.1,1,6,0,868,0,0,0,0,0,0,0,1
green,0,1,1,394.1,1,6,1,869,0,0,0,0,0,0,0,1
red,1,1,0,507.1,1,6,0,870,0,0,0,0,0,0,0,1
red,1,1,0,434.1,1,6,0,871,0,0,0,0,0,0,0,1
green,0,1,1,399.1,1,6,1,872,0,0,0,0,0,0,0,1
green,0,1,1,372.1,1,6,1,873,0,0,0,0,0,0,0,1
green,1,1,1,641,0,6,1,874,0,0,0,0,0,0,0,1
green,0,1,1,446,1,6,1,875,0,0,0,0,0,0,0,1
green,0,1,1,453.1,1,6,1,876,0,0,0,0,0,0,0,1
red,1,1,0,538,1,6,0,877,0,0,0,0,0,0,0,1
green,0,1,1,844.9,1,6,1,878,0,0,0,0,0,0,0,1
red,1,1,0,585.9,1,6,0,879,0,0,0,0,0,0,0,1
green,0,1,1,425,1,6,1,880,0,0,0,0,0,0,0,1
red,1,1,0,485.9,1,6,0,881,0,0,0,0,0,0,0,1
red,1,1,0,498.9,1,6,0,882,0,0,0,0,0,0,0,1
red,1,1,0,503.9,1,6,0,883,0,0,0,0,0,0,0,1
green,1,1,1,468.9,0,6,1,884,0,0,0,0,0,0,0,1
red,0,1,0,353.9,0,6,0,885,0,0,0,0,0,0,0,1
red,1,1,0,478.8,1,6,0,886,0,0,0,0,0,0,0,1
red,1,1,0,537.8,1,6,0,887,0,0,0,0,0,0,0,1
red,1,1,0,390.8,1,6,0,888,0,0,0,0,0,0,0,1
green,0,1,1,421.8,1,6,1,889,0,0,0,0,0,0,0,1
red,0,1,0,426.8,0,6,0,890,0,0,0,0,0,0,0,1
green,0,1,1,465.8,1,6,1,891,0,0,0,0,0,0,0,1
green,0,1,1,606.8,1,6,1,892,0,0,0,0,0,0,0,1
red,1,1,0,387.8,1,6,0,893,0,0,0,0,0,0,0,1
green,0,1,1,442.8,1,6,1,894,0,0,0,0,0,0,0,1
red,1,1,0,369.7,1,6,0,895,0,0,0,0,0,0,0,1
green,0,1,1,342.7,1,6,1,896,0,0,0,0,0,0,0,1
green,0,1,1,421.7,1,6,1,897,0,0,0,0,0,0,0,1
red,1,1,0,530.6,1,6,0,898,0,0,0,0,0,0,0,1
green,1,1,1,367.6,0,6,1,899,0,0,0,0,0,0,0,1
green,0,1,1,472.5,1,6,1,900,0,0,0,0,0,0,0,1
green,0,1,1,397.5,1,6,1,901,0,0,0,0,0,0,0,1
green,0,1,1,778.4,1,6,1,902,0,0,0,0,0,0,0,1
green,0,1,1,343.5,1,6,1,903,0,0,0,0,0,0,0,1
green,0,1,1,366.5,1,6,1,904,0,0,0,0,0,0,0,1
green,0,1,1,341.5,1,6,1,905,0,0,0,0,0,0,0,1
red,1,1,0,402.5,1,6,0,906,0,0,0,0,0,0,0,1
red,0,1,0,375.6,0,6,0,907,0,0,0,0,0,0,0,1
green,0,1,1,396.5,1,6,1,908,0,0,0,0,0,0,0,1
green,0,1,1,331.8,1,6,1,909,0,0,0,0,0,0,0,1
red,1,1,0,808.4,1,6,0,910,0,0,0,0,0,0,0,1
green,0,1,1,431.4,1,6,1,911,0,0,0,0,0,0,0,1
red,1,1,0,390.4,1,6,0,912,0,0,0,0,0,0,0,1
green,1,1,1,411.4,0,6,1,913,0,0,0,0,0,0,0,1
red,1,0,1,354.3,1,6,1,914,0,0,0,0,0,0,0,1
green,0,1,1,453.4,1,6,1,915,0,0,0,0,0,0,0,1
red,0,1,0,436.5,0,6,0,916,0,0,0,0,0,0,0,1
red,1,1,0,497.3,1,6,0,917,0,0,0,0,0,0,0,1
red,1,1,0,440.5,1,6,0,918,0,0,0,0,0,0,0,1
green,1,1,1,449.3,0,6,1,919,0,0,0,0,0,0,0,1
red,1,1,0,534.3,1,6,0,920,0,0,0,0,0,0,0,1
red,1,1,0,435.3,1,6,0,921,0,0,0,0,0,0,0,1
green,0,1,1,420.2,1,6,1,922,0,0,0,0,0,0,0,1
red,0,1,0,571.2,0,6,0,923,0,0,0,0,0,0,0,1
red,1,1,0,400.2,1,6,0,924,0,0,0,0,0,0,0,1
red,1,1,0,461.2,1,6,0,925,0,0,0,0,0,0,0,1
red,0,1,0,458.2,0,6,0,926,0,0,0,0,0,0,0,1
green,1,1,1,399.2,0,6,1,927,0,0,0,0,0,0,0,1
red,1,1,0,542.1,1,6,0,928,0,0,0,0,0,0,0,1
green,0,1,1,443.1,1,6,1,929,0,0,0,0,0,0,0,1
green,0,1,1,480.1,1,6,1,930,0,0,0,0,0,0,0,1
red,0,1,0,639,0,6,0,931,0,0,0,0,0,0,0,1
red,1,1,0,530,1,6,0,932,0,0,0,0,0,0,0,1
red,1,1,0,511,1,6,0,933,0,0,0,0,0,0,0,1
red,1,1,0,404,1,6,0,934,0,0,0,0,0,0,0,1
green,0,1,1,385,1,6,1,935,0,0,0,0,0,0,0,1
green,0,1,1,439.9,1,6,1,936,0,0,0,0,0,0,0,1
red,1,1,0,391,1,6,0,937,0,0,0,0,0,0,0,1
green,0,1,1,907.9,1,6,1,938,0,0,0,0,0,0,0,1
green,1,1,1,377,0,6,1,939,0,0,0,0,0,0,0,1
red,1,1,0,391.9,1,6,0,940,0,0,0,0,0,0,0,1
red,1,1,0,516.9,1,6,0,941,0,0,0,0,0,0,0,1
red,1,1,0,475.9,1,6,0,942,0,0,0,0,0,0,0,1
green,0,1,1,481,1,6,1,943,0,0,0,0,0,0,0,1
red,1,1,0,641.9,1,6,0,944,0,0,0,0,0,0,0,1
green,0,1,1,376.9,1,6,1,945,0,0,0,0,0,0,0,1
red,1,1,0,413.8,1,6,0,946,0,0,0,0,0,0,0,1
green,0,1,1,364.8,1,6,1,947,0,0,0,0,0,0,0,1
green,0,1,1,497.8,1,6,1,948,0,0,0,0,0,0,0,1
green,1,1,1,788.8,0,6,1,949,0,0,0,0,0,0,0,1
red,1,1,0,441.8,1,6,0,950,0,0,0,0,0,0,0,1
red,1,1,0,470.9,1,6,0,951,0,0,0,0,0,0,0,1
green,1,1,1,411.7,0,6,1,952,0,0,0,0,0,0,0,1
green,0,1,1,506.7,1,6,1,953,0,0,0,0,0,0,0,1
green,0,1,1,407.8,1,6,1,954,0,0,0,0,0,0,0,1
green,0,1,1,524.7,1,6,1,955,0,0,0,0,0,0,0,1
green,0,1,1,449.7,1,6,1,956,0,0,0,0,0,0,0,1
green,0,1,1,360.7,1,6,1,957,0,0,0,0,0,0,0,1
red,1,1,0,509.7,1,6,0,958,0,0,0,0,0,0,0,1
red,0,1,0,380.6,0,6,0,959,0,0,0,0,0,0,0,1
green,0,1,1,467.7,1,6,1,960,0,0,0,0,0,0,0,1
