alpha,alpha_CCC,CCC,decay,corr_value,corr,corr_p,AIC,AIC_rl
0.53,0.39,0.13,0.82,-0.22049243,0.22049243,4.92E-12,11482.11819,11484.11819
0.82,0.61,0.28,0.81,-0.220462118,0.220462118,4.95E-12,11482.13168,11484.13168
0.28,0.15,0.34,0.76,-0.220376159,0.220376159,5.05E-12,11482.16991,11484.16991
0.93,0.87,0.78,0.71,-0.220323342,0.220323342,5.11E-12,11482.1934,11484.1934
0.5,0.7,0.81,0.83,-0.220138115,0.220138115,5.33E-12,11482.27571,11484.27571
0.22,0.2,0.84,0.79,-0.219932893,0.219932893,5.58E-12,11482.36682,11484.36682
0.29,0.22,0.54,0.8,-0.219849865,0.219849865,5.68E-12,11482.40366,11484.40366
0.92,0.23,0.04,0.04,-0.219835333,0.219835333,5.70E-12,11482.4101,11484.4101
0.88,0.36,0.62,0.73,-0.219715935,0.219715935,5.86E-12,11482.46304,11484.46304
0.3,0.04,0.3,0.48,-0.219691443,0.219691443,5.89E-12,11482.4739,11484.4739
0.01,0.52,0.87,0.67,-0.219680797,0.219680797,5.90E-12,11482.47862,11484.47862
0.88,0.95,0.48,0.7,-0.219655031,0.219655031,5.94E-12,11482.49004,11484.49004
0.27,0.72,0.33,0.81,-0.219521768,0.219521768,6.12E-12,11482.54907,11484.54907
0.18,0.56,1,0.78,-0.219516687,0.219516687,6.13E-12,11482.55132,11484.55132
0.57,0.01,0.24,0.59,-0.219361349,0.219361349,6.35E-12,11482.62008,11484.62008
0.38,0.27,0.39,0.77,-0.219294766,0.219294766,6.44E-12,11482.64953,11484.64953
0.11,0.13,0.49,0.75,-0.219256381,0.219256381,6.50E-12,11482.66651,11484.66651
0.84,0.14,0.55,0.71,-0.219237032,0.219237032,6.53E-12,11482.67506,11484.67506
0.31,0.96,0.45,0.81,-0.219116898,0.219116898,6.70E-12,11482.72817,11484.72817
0.06,0.49,0.69,0.72,-0.219091641,0.219091641,6.74E-12,11482.73933,11484.73933
0.06,0.34,0.92,0.72,-0.219091641,0.219091641,6.74E-12,11482.73933,11484.73933
0.12,0.57,0.39,0.78,-0.21906792,0.21906792,6.78E-12,11482.74981,11484.74981
0.95,0.28,0.01,0.67,-0.218931894,0.218931894,6.99E-12,11482.80989,11484.80989
0.02,0.74,0.26,0.69,-0.218844141,0.218844141,7.13E-12,11482.84863,11484.84863
0.03,0.5,0.73,0.19,-0.218764007,0.218764007,7.26E-12,11482.88398,11484.88398
0.01,0.02,0.55,0.22,-0.218571066,0.218571066,7.58E-12,11482.96905,11484.96905
0.57,0.53,0.79,0.82,-0.218563296,0.218563296,7.59E-12,11482.97248,11484.97248
0.08,0.96,0.75,0.74,-0.218489615,0.218489615,7.72E-12,11483.00494,11485.00494
0.35,0.25,0.94,0.83,-0.218472179,0.218472179,7.75E-12,11483.01262,11485.01262
0.68,0.28,0.36,0.78,-0.218471431,0.218471431,7.75E-12,11483.01295,11485.01295
0.05,0.79,0.72,0.72,-0.218412234,0.218412234,7.85E-12,11483.03903,11485.03903
0.33,0.11,0.47,0.75,-0.21833634,0.21833634,7.99E-12,11483.07244,11485.07244
0.02,0.44,0.09,0.01,-0.218250443,0.218250443,8.14E-12,11483.11024,11485.11024
0.61,1,0.8,0.85,-0.218011567,0.218011567,8.59E-12,11483.21528,11485.21528
0.95,0.01,0.46,0.67,-0.217670666,0.217670666,9.27E-12,11483.36497,11485.36497
0.77,0.11,0.37,0.15,-0.217590563,0.217590563,9.44E-12,11483.40011,11485.40011
0.69,0.06,0.88,0.67,-0.217445071,0.217445071,9.75E-12,11483.46389,11485.46389
0.21,0.25,0.11,0.78,-0.217430508,0.217430508,9.78E-12,11483.47027,11485.47027
0.07,0.07,0.96,0.13,-0.217306544,0.217306544,1.01E-11,11483.52457,11485.52457
0.48,0.44,0.39,0.85,-0.217281187,0.217281187,1.01E-11,11483.53567,11485.53567
0.61,0.85,0.61,0.87,-0.217278432,0.217278432,1.01E-11,11483.53688,11485.53688
0.92,0.65,0.48,0.78,-0.217263372,0.217263372,1.02E-11,11483.54347,11485.54347
0.76,0.11,0.44,0.84,-0.217242841,0.217242841,1.02E-11,11483.55246,11485.55246
0.75,0.04,0.28,0.75,-0.217192011,0.217192011,1.03E-11,11483.57471,11485.57471
0.62,0.61,0.74,0.83,-0.21708798,0.21708798,1.06E-11,11483.62023,11485.62023
0.17,0.46,0.71,0.8,-0.216985676,0.216985676,1.08E-11,11483.66497,11485.66497
0.79,0.88,0.25,0.76,-0.216838842,0.216838842,1.12E-11,11483.72914,11485.72914
0.55,0.26,0.44,0.83,-0.216809648,0.216809648,1.12E-11,11483.74189,11485.74189
0.31,0.31,0.09,0.84,-0.216725395,0.216725395,1.14E-11,11483.77869,11485.77869
0.28,0.3,0.44,0.84,-0.216550828,0.216550828,1.19E-11,11483.85487,11485.85487
0.51,0.35,0.98,0.85,-0.216543758,0.216543758,1.19E-11,11483.85796,11485.85796
0.23,0.49,0.67,0.84,-0.216372785,0.216372785,1.24E-11,11483.93251,11485.93251
0.95,0.28,0.1,0.47,-0.216306224,0.216306224,1.26E-11,11483.96151,11485.96151
0.22,0.88,0.63,0.84,-0.216277673,0.216277673,1.26E-11,11483.97395,11485.97395
0.48,0.33,0.2,0.86,-0.216114474,0.216114474,1.31E-11,11484.04501,11486.04501
0.03,0.57,0.96,0.73,-0.216091909,0.216091909,1.32E-11,11484.05483,11486.05483
0.03,0.15,0.18,0.73,-0.216091909,0.216091909,1.32E-11,11484.05483,11486.05483
0.96,0.15,0.16,0.7,-0.216046439,0.216046439,1.33E-11,11484.07462,11486.07462
0.2,0.64,0.6,0.84,-0.215930995,0.215930995,1.36E-11,11484.12484,11486.12484
0.9,0.62,0.81,0.8,-0.21592394,0.21592394,1.37E-11,11484.12791,11486.12791
1,0.97,0.04,0.72,-0.215805974,0.215805974,1.40E-11,11484.17919,11486.17919
0.84,0.69,0.68,0.81,-0.215749608,0.215749608,1.42E-11,11484.20368,11486.20368
0.82,0.6,0.21,0.85,-0.215678832,0.215678832,1.44E-11,11484.23443,11486.23443
0.68,0.5,0.42,0.85,-0.215586701,0.215586701,1.47E-11,11484.27443,11486.27443
0.22,0.57,0.89,0.83,-0.215575262,0.215575262,1.48E-11,11484.27939,11486.27939
0.08,0.69,0.4,0.77,-0.215559307,0.215559307,1.48E-11,11484.28632,11486.28632
0.47,0.11,0.9,0.85,-0.215246854,0.215246854,1.59E-11,11484.42183,11486.42183
0.99,0.76,0.05,0.84,-0.215201275,0.215201275,1.60E-11,11484.44158,11486.44158
0.28,0.55,0.44,0.87,-0.215050941,0.215050941,1.66E-11,11484.50669,11486.50669
0.66,0.15,0.18,0.36,-0.215013838,0.215013838,1.67E-11,11484.52275,11486.52275
0.76,0.99,0.43,0.74,-0.214993567,0.214993567,1.68E-11,11484.53152,11486.53152
0.04,0.83,0.73,0.75,-0.214944481,0.214944481,1.70E-11,11484.55276,11486.55276
0.16,0.58,0.75,0.82,-0.214426726,0.214426726,1.90E-11,11484.77649,11486.77649
0.59,0.8,0.18,0.77,-0.214100031,0.214100031,2.04E-11,11484.91736,11486.91736
0.24,0.72,1,0.85,-0.21396562,0.21396562,2.10E-11,11484.97524,11486.97524
0.32,0.76,0.86,0.87,-0.213503077,0.213503077,2.33E-11,11485.17414,11487.17414
0.34,0.68,0.28,0.76,-0.213410247,0.213410247,2.38E-11,11485.214,11487.214
0.58,0.99,0.26,0.64,-0.213341218,0.213341218,2.41E-11,11485.24363,11487.24363
0.18,0.96,0.6,0.84,-0.212951928,0.212951928,2.63E-11,11485.41053,11487.41053
0.51,0.08,0.6,0.72,-0.212791524,0.212791524,2.72E-11,11485.4792,11487.4792
0.54,0.83,0.1,0.74,-0.212645328,0.212645328,2.81E-11,11485.54174,11487.54174
0.71,1,0.87,0.87,-0.2126242,0.2126242,2.82E-11,11485.55077,11487.55077
0.38,0.01,0.55,0.69,-0.212611752,0.212611752,2.83E-11,11485.5561,11487.5561
0.58,0.28,0.31,0.87,-0.211958589,0.211958589,3.26E-11,11485.83488,11487.83488
0.08,0.66,0.39,0.17,-0.211912223,0.211912223,3.29E-11,11485.85463,11487.85463
0.9,0.07,0.61,0.8,-0.2116648,0.2116648,3.48E-11,11485.95997,11487.95997
0.52,0.64,0.88,0.9,-0.21160488,0.21160488,3.52E-11,11485.98546,11487.98546
0.35,0.64,0.12,0.72,-0.211553233,0.211553233,3.56E-11,11486.00742,11488.00742
0.89,0.56,0.73,0.85,-0.211150098,0.211150098,3.89E-11,11486.17866,11488.17866
0.89,0.04,0.4,0.81,-0.210963873,0.210963873,4.05E-11,11486.25765,11488.25765
0.13,0.22,0.75,0.84,-0.210938434,0.210938434,4.07E-11,11486.26843,11488.26843
0.76,0.04,0.33,0.83,-0.210774438,0.210774438,4.21E-11,11486.33791,11488.33791
0.37,0.48,0.7,0.91,-0.210741066,0.210741066,4.24E-11,11486.35204,11488.35204
0.02,0.77,0.96,0.78,-0.210711368,0.210711368,4.27E-11,11486.36462,11488.36462
0.02,0.79,0.44,0.78,-0.210711368,0.210711368,4.27E-11,11486.36462,11488.36462
0.18,0.17,0.27,0.86,-0.210654195,0.210654195,4.33E-11,11486.38882,11488.38882
0.07,0.74,0.3,0.55,-0.210576105,0.210576105,4.40E-11,11486.42186,11488.42186
0.42,0.05,0.52,0.75,-0.210478543,0.210478543,4.49E-11,11486.46313,11488.46313
0.37,0.25,0.76,0.89,-0.210436927,0.210436927,4.53E-11,11486.48072,11488.48072
0.11,0.81,0.16,0.59,-0.210343294,0.210343294,4.62E-11,11486.5203,11488.5203
0.85,0.37,0.14,0.93,-0.210161292,0.210161292,4.81E-11,11486.59717,11488.59717
0.14,0.43,0.31,0.84,-0.210139207,0.210139207,4.83E-11,11486.60649,11488.60649
0.5,0.73,0.36,0.83,-0.21009166,0.21009166,4.88E-11,11486.62656,11488.62656
0.76,0.5,0.05,0.92,-0.209944973,0.209944973,5.04E-11,11486.68843,11488.68843
0.73,0.71,0.11,0.88,-0.20952585,0.20952585,5.51E-11,11486.86498,11488.86498
0.98,0.31,0.7,0.79,-0.209524623,0.209524623,5.51E-11,11486.86549,11488.86549
0.4,0.62,0.01,0.84,-0.209521507,0.209521507,5.52E-11,11486.86681,11488.86681
0.13,0.39,0.86,0.04,-0.209450029,0.209450029,5.60E-11,11486.89687,11488.89687
0.92,0.6,0.86,0.86,-0.209442403,0.209442403,5.61E-11,11486.90008,11488.90008
0.12,0.89,0.7,0.85,-0.209386125,0.209386125,5.68E-11,11486.92375,11488.92375
0.47,0.64,0.42,0.86,-0.209364646,0.209364646,5.71E-11,11486.93278,11488.93278
0.85,0.17,0.28,0.26,-0.209001516,0.209001516,6.17E-11,11487.0853,11489.0853
0.57,0.79,0.16,0.83,-0.208956597,0.208956597,6.23E-11,11487.10414,11489.10414
0.4,0.97,0.93,0.92,-0.208631925,0.208631925,6.68E-11,11487.24023,11489.24023
0.1,0.45,0.73,0.85,-0.208391075,0.208391075,7.03E-11,11487.34104,11489.34104
0.53,0.53,0.76,0.92,-0.208373527,0.208373527,7.05E-11,11487.34838,11489.34838
0.45,0.74,0.72,0.94,-0.208242252,0.208242252,7.25E-11,11487.40326,11489.40326
0.99,0.44,0.49,0.84,-0.208083026,0.208083026,7.50E-11,11487.46978,11489.46978
0.64,0.12,0.47,0.79,-0.208068493,0.208068493,7.53E-11,11487.47585,11489.47585
0.79,0.05,0.3,0.87,-0.207873996,0.207873996,7.85E-11,11487.55703,11489.55703
0.67,0.86,0.85,0.92,-0.207800791,0.207800791,7.97E-11,11487.58756,11489.58756
0.15,0.31,0.1,0.7,-0.20772557,0.20772557,8.10E-11,11487.61892,11489.61892
0.93,0.24,0.55,0.8,-0.207639151,0.207639151,8.25E-11,11487.65493,11489.65493
0.78,0.33,0.94,0.81,-0.207607777,0.207607777,8.30E-11,11487.668,11489.668
0.73,0.57,0.19,0.94,-0.207392362,0.207392362,8.69E-11,11487.75768,11489.75768
0.43,0.71,0.66,0.96,-0.207363354,0.207363354,8.75E-11,11487.76975,11489.76975
0.95,0.75,0.22,0.88,-0.207292322,0.207292322,8.88E-11,11487.7993,11489.7993
0.63,0.69,0.89,0.92,-0.207252906,0.207252906,8.95E-11,11487.81569,11489.81569
0.26,0.23,0.51,0.91,-0.207207059,0.207207059,9.04E-11,11487.83475,11489.83475
0.31,0.37,0.12,0.89,-0.207152316,0.207152316,9.15E-11,11487.8575,11489.8575
0.49,0.16,0.31,0.88,-0.207137021,0.207137021,9.18E-11,11487.86386,11489.86386
0.3,0.09,0.48,0.03,-0.20711561,0.20711561,9.22E-11,11487.87275,11489.87275
0.55,0.56,0.86,0.93,-0.207093603,0.207093603,9.26E-11,11487.8819,11489.8819
0.58,0.55,0.57,0.93,-0.206867135,0.206867135,9.72E-11,11487.97592,11489.97592
0.16,0.78,0.7,0.89,-0.206746203,0.206746203,9.97E-11,11488.02609,11490.02609
0.84,0.05,0.76,0.06,-0.206635965,0.206635965,1.02E-10,11488.07179,11490.07179
0.82,0.87,0.9,0.88,-0.206411972,0.206411972,1.07E-10,11488.16456,11490.16456
0.61,0.01,0.57,0.77,-0.206393168,0.206393168,1.07E-10,11488.17235,11490.17235
0.87,0.21,0.36,0.98,-0.206291816,0.206291816,1.10E-10,11488.21428,11490.21428
0.92,0.15,0.42,0.96,-0.206286021,0.206286021,1.10E-10,11488.21668,11490.21668
0.75,0.01,0.23,0.86,-0.206197409,0.206197409,1.12E-10,11488.25333,11490.25333
0.91,0.85,0.82,0.86,-0.206160824,0.206160824,1.13E-10,11488.26846,11490.26846
0.81,0.44,0.9,0.83,-0.206046741,0.206046741,1.16E-10,11488.3156,11490.3156
0.14,0.19,0.98,0.89,-0.205909636,0.205909636,1.19E-10,11488.37223,11490.37223
0.74,0.62,0.98,0.9,-0.205871698,0.205871698,1.20E-10,11488.38789,11490.38789
0.07,0.11,0.19,0.86,-0.205845571,0.205845571,1.21E-10,11488.39867,11490.39867
0.61,0.3,0.5,0.93,-0.205721807,0.205721807,1.24E-10,11488.44973,11490.44973
0.15,0.45,0.45,0.93,-0.205366219,0.205366219,1.33E-10,11488.59626,11490.59626
0.61,0.05,0.27,0.92,-0.205288348,0.205288348,1.36E-10,11488.62831,11490.62831
0.23,0.88,0.01,0.76,-0.205202119,0.205202119,1.38E-10,11488.66378,11490.66378
0.24,0.01,0.6,0.89,-0.205095466,0.205095466,1.41E-10,11488.70764,11490.70764
0.72,0.47,0.5,0.94,-0.204990523,0.204990523,1.44E-10,11488.75076,11490.75076
0.92,0.34,0.49,0.87,-0.204983871,0.204983871,1.44E-10,11488.7535,11490.7535
0.29,0.75,0.87,0.94,-0.204907053,0.204907053,1.47E-10,11488.78505,11490.78505
0.86,0.78,0.94,0.87,-0.204789632,0.204789632,1.50E-10,11488.83325,11490.83325
0.91,0.96,0.26,0.84,-0.204716785,0.204716785,1.53E-10,11488.86315,11490.86315
0.08,0.15,0.44,0.08,-0.204590477,0.204590477,1.57E-10,11488.91495,11490.91495
0.63,0.82,0.33,0.88,-0.204572154,0.204572154,1.57E-10,11488.92246,11490.92246
0.73,0.65,0.85,0.91,-0.204549078,0.204549078,1.58E-10,11488.93192,11490.93192
0.75,0.06,0.32,0.27,-0.204539168,0.204539168,1.59E-10,11488.93598,11490.93598
0.27,0.22,0.7,0.94,-0.204015189,0.204015189,1.77E-10,11489.15044,11491.15044
0.56,0.61,0.07,0.94,-0.203968645,0.203968645,1.79E-10,11489.16946,11491.16946
0.11,0.14,0.72,0.05,-0.203959023,0.203959023,1.79E-10,11489.17339,11491.17339
0.43,0.67,0.61,0.99,-0.203637351,0.203637351,1.91E-10,11489.30471,11491.30471
0.67,0.14,0.76,0.82,-0.203624992,0.203624992,1.92E-10,11489.30975,11491.30975
0.73,0.7,0.2,0.94,-0.203328909,0.203328909,2.04E-10,11489.43042,11491.43042
0.15,0.03,0.03,1,-0.202907875,0.202907875,2.23E-10,11489.60169,11491.60169
0.21,1,0.94,0.94,-0.202845378,0.202845378,2.26E-10,11489.62708,11491.62708
0.84,0.11,0.07,0.96,-0.202808885,0.202808885,2.27E-10,11489.6419,11491.6419
0.4,0.09,0.44,0.03,-0.202768683,0.202768683,2.29E-10,11489.65822,11491.65822
0.12,0.18,0.01,0.85,-0.202683052,0.202683052,2.33E-10,11489.69298,11491.69298
0.98,0.03,0.96,0.71,-0.202550692,0.202550692,2.40E-10,11489.74668,11491.74668
0.51,0.82,0.68,1,-0.202446701,0.202446701,2.45E-10,11489.78884,11491.78884
0.91,0.91,0.42,0.88,-0.20237767,0.20237767,2.49E-10,11489.81681,11491.81681
0.17,0.88,0.23,0.84,-0.202367655,0.202367655,2.49E-10,11489.82087,11491.82087
0.41,0.29,0.89,0.97,-0.202355479,0.202355479,2.50E-10,11489.8258,11491.8258
0.94,0.9,0.02,0.89,-0.202260688,0.202260688,2.55E-10,11489.86419,11491.86419
0.92,0.4,0.19,0.91,-0.202230883,0.202230883,2.56E-10,11489.87626,11491.87626
0.61,0.29,0.98,0.96,-0.202023633,0.202023633,2.67E-10,11489.96011,11491.96011
0.07,0.02,0.1,0.87,-0.201987689,0.201987689,2.69E-10,11489.97465,11491.97465
0.79,0.75,0.12,0.94,-0.201876545,0.201876545,2.76E-10,11490.01957,11492.01957
0.28,0.04,0.24,0.14,-0.20175935,0.20175935,2.82E-10,11490.06691,11492.06691
0.92,0.15,0.35,0.13,-0.201468133,0.201468133,3.00E-10,11490.18442,11492.18442
0.69,0.26,0.91,0.93,-0.201424962,0.201424962,3.03E-10,11490.20182,11492.20182
0.07,0.33,0.9,0.9,-0.201364364,0.201364364,3.06E-10,11490.22624,11492.22624
0.25,0.04,0.41,0.88,-0.201016936,0.201016936,3.29E-10,11490.36611,11492.36611
0.31,0.07,0.57,0.93,-0.20087979,0.20087979,3.38E-10,11490.42125,11492.42125
0.78,0.4,0.41,0.96,-0.200858084,0.200858084,3.40E-10,11490.42998,11492.42998
0.04,0.2,0.62,0.89,-0.200730345,0.200730345,3.49E-10,11490.48129,11492.48129
0.31,0.94,0.37,1,-0.20069285,0.20069285,3.52E-10,11490.49635,11492.49635
0.95,0.12,0.07,0.76,-0.200687701,0.200687701,3.52E-10,11490.49841,11492.49841
0.06,0.36,0.11,0.58,-0.200535898,0.200535898,3.63E-10,11490.55934,11492.55934
0.91,0.53,0.85,0.95,-0.200423993,0.200423993,3.72E-10,11490.60422,11492.60422
1,0.26,0.6,0.87,-0.200335547,0.200335547,3.78E-10,11490.63967,11492.63967
0.68,0.55,1,0.97,-0.20023445,0.20023445,3.86E-10,11490.68017,11492.68017
0.39,0.95,0.32,0.82,-0.200202099,0.200202099,3.89E-10,11490.69312,11492.69312
0.22,0.82,0.31,0.91,-0.200194986,0.200194986,3.89E-10,11490.69597,11492.69597
0.76,0.53,0.52,0.98,-0.200120921,0.200120921,3.95E-10,11490.72562,11492.72562
0.49,0.03,0.16,0.33,-0.200117333,0.200117333,3.96E-10,11490.72706,11492.72706
0.19,0.46,0.82,0.96,-0.199866884,0.199866884,4.16E-10,11490.82723,11492.82723
0.64,0.07,0.67,0.62,-0.199839397,0.199839397,4.19E-10,11490.83822,11492.83822
0.62,0.79,0.48,0.93,-0.199754172,0.199754172,4.26E-10,11490.87227,11492.87227
0.83,0.61,0.89,0.91,-0.19972533,0.19972533,4.29E-10,11490.88379,11492.88379
0.08,0.78,0.39,0.92,-0.199679186,0.199679186,4.33E-10,11490.90222,11492.90222
0.5,0.04,0.12,0.74,-0.199677227,0.199677227,4.33E-10,11490.903,11492.903
0.31,0.68,0.81,1,-0.199497309,0.199497309,4.49E-10,11490.97481,11492.97481
0.94,0.03,0.71,0.95,-0.199284403,0.199284403,4.69E-10,11491.05969,11493.05969
0.06,0.75,0.32,0.17,-0.199194541,0.199194541,4.78E-10,11491.09549,11493.09549
0.05,0.47,0.59,0.91,-0.199133663,0.199133663,4.84E-10,11491.11973,11493.11973
0.05,0.85,0.82,0.91,-0.199133663,0.199133663,4.84E-10,11491.11973,11493.11973
0.14,0.88,0.83,0.95,-0.199109456,0.199109456,4.86E-10,11491.12937,11493.12937
0.93,0.58,0.27,0.96,-0.199095757,0.199095757,4.87E-10,11491.13482,11493.13482
0.42,0.29,0.44,0.97,-0.198963169,0.198963169,5.01E-10,11491.18758,11493.18758
0.82,0.99,0.98,0.95,-0.198883706,0.198883706,5.09E-10,11491.21918,11493.21918
1,0.75,0.19,0.96,-0.198769801,0.198769801,5.21E-10,11491.26445,11493.26445
0.18,0.13,0.19,0.95,-0.198742313,0.198742313,5.24E-10,11491.27537,11493.27537
0.14,0.66,0.1,0.67,-0.198686881,0.198686881,5.30E-10,11491.29739,11493.29739
0.31,0.37,0.8,1,-0.198585914,0.198585914,5.41E-10,11491.33748,11493.33748
0.12,0.61,0.9,0.95,-0.19823215,0.19823215,5.81E-10,11491.47776,11493.47776
0.68,0.15,0.05,0.51,-0.198158521,0.198158521,5.89E-10,11491.50693,11493.50693
0.27,0.38,0.75,1,-0.198155711,0.198155711,5.90E-10,11491.50804,11493.50804
0.76,0.76,0.31,0.97,-0.198151824,0.198151824,5.90E-10,11491.50958,11493.50958
0.38,0.13,0.6,0.94,-0.198077642,0.198077642,5.99E-10,11491.53895,11493.53895
0.64,0.64,0.29,1,-0.197673425,0.197673425,6.50E-10,11491.69878,11493.69878
0.21,0.8,0.37,0.92,-0.19757582,0.19757582,6.63E-10,11491.73732,11493.73732
0.1,0.89,0.07,0.66,-0.197445815,0.197445815,6.81E-10,11491.78862,11493.78862
0.67,0.75,0.94,1,-0.197438868,0.197438868,6.82E-10,11491.79136,11493.79136
0.08,0.26,0.82,0.94,-0.197422999,0.197422999,6.84E-10,11491.79762,11493.79762
0.78,0.38,0.84,0.91,-0.197341191,0.197341191,6.95E-10,11491.82988,11493.82988
0.1,0.28,0.81,0.95,-0.197290421,0.197290421,7.02E-10,11491.84989,11493.84989
0.7,0.75,0.88,1,-0.196922396,0.196922396,7.56E-10,11491.9948,11493.9948
0.92,0.04,0.38,0.05,-0.196874381,0.196874381,7.64E-10,11492.01368,11494.01368
0.98,0.04,0.01,0.99,-0.196476145,0.196476145,8.27E-10,11492.17012,11494.17012
0.23,0.1,0.98,1,-0.196423457,0.196423457,8.36E-10,11492.19079,11494.19079
0.18,0.04,0.71,0.99,-0.19600276,0.19600276,9.10E-10,11492.35562,11494.35562
0.89,0.02,0.19,0.99,-0.195714055,0.195714055,9.64E-10,11492.46852,11494.46852
0.65,0.15,0.08,0.37,-0.195689993,0.195689993,9.68E-10,11492.47792,11494.47792
0.43,0.66,0.17,0.95,-0.195313759,0.195313759,1.04E-09,11492.62476,11494.62476
0.6,0.25,0.62,0.95,-0.195131527,0.195131527,1.08E-09,11492.69577,11494.69577
0.81,0.05,0.96,0.85,-0.194981351,0.194981351,1.12E-09,11492.75424,11494.75424
0.9,0.94,0.94,0.96,-0.194661526,0.194661526,1.19E-09,11492.87859,11494.87859
0.9,0.25,0.86,0.97,-0.194301857,0.194301857,1.28E-09,11493.01817,11495.01817
0.38,0.53,0.13,0.98,-0.194271465,0.194271465,1.28E-09,11493.02995,11495.02995
0.87,0.8,0.31,1,-0.193763686,0.193763686,1.42E-09,11493.22651,11495.22651
0.15,0.43,0.56,1,-0.193679896,0.193679896,1.44E-09,11493.25889,11495.25889
0.01,0.01,0.74,0.94,-0.193357075,0.193357075,1.54E-09,11493.3835,11495.3835
0.57,0.9,0.35,0.94,-0.192854236,0.192854236,1.70E-09,11493.57715,11495.57715
0.05,0.45,0.23,0.19,-0.192633286,0.192633286,1.77E-09,11493.66208,11495.66208
0.02,0.37,0.05,0.37,-0.192115037,0.192115037,1.96E-09,11493.86085,11495.86085
0.08,0.9,0.89,0.06,-0.191775705,0.191775705,2.10E-09,11493.99069,11495.99069
0.08,0.62,0.5,0.99,-0.191647045,0.191647045,2.15E-09,11494.03986,11496.03986
0.94,0.11,0.93,0.93,-0.191583259,0.191583259,2.18E-09,11494.06422,11496.06422
0.19,0.03,0.15,0.11,-0.191213698,0.191213698,2.34E-09,11494.20519,11496.20519
0.72,0.92,0.03,0.98,-0.190713287,0.190713287,2.58E-09,11494.39561,11496.39561
0.96,0.92,0.26,0.99,-0.190310696,0.190310696,2.79E-09,11494.54842,11496.54842
0.26,0.46,0.04,0.94,-0.190130536,0.190130536,2.89E-09,11494.61669,11496.61669
0.14,0.78,0.28,0.94,-0.189747199,0.189747199,3.12E-09,11494.76171,11496.76171
0.04,0.51,0.7,0.99,-0.189451643,0.189451643,3.30E-09,11494.87332,11496.87332
0.65,0.03,0.08,0.52,-0.189072855,0.189072855,3.55E-09,11495.01608,11497.01608
0.03,0.78,0.31,0.99,-0.188860856,0.188860856,3.70E-09,11495.09584,11497.09584
0.9,0.95,0.55,1,-0.188331514,0.188331514,4.09E-09,11495.29459,11497.29459
0.02,0.13,0.92,0.99,-0.188253095,0.188253095,4.16E-09,11495.32398,11497.32398
0.4,0.07,0.01,0.34,-0.187846555,0.187846555,4.49E-09,11495.47614,11497.47614
0.09,0.91,0.31,0.54,-0.187173069,0.187173069,5.11E-09,11495.72745,11497.72745
0.98,0.05,0.07,0.88,-0.185715234,0.185715234,6.74E-09,11496.26811,11498.26811
0.17,0.48,0.11,0.86,-0.185524606,0.185524606,6.99E-09,11496.33847,11498.33847
0.11,0.59,0.14,0.9,-0.185371772,0.185371772,7.20E-09,11496.39483,11498.39483
0.12,0.21,0.08,0.91,-0.184916371,0.184916371,7.84E-09,11496.56246,11498.56246
0.16,0.48,0.04,0.81,-0.184630668,0.184630668,8.28E-09,11496.6674,11498.6674
0.06,0.16,0.77,0.07,-0.184510812,0.184510812,8.47E-09,11496.71137,11498.71137
0.08,0.52,0.45,0.06,-0.183494166,0.183494166,1.02E-08,11497.08312,11499.08312
0.44,0.87,0.38,0.98,-0.183470521,0.183470521,1.03E-08,11497.09174,11499.09174
0.12,0.86,0.11,0.79,-0.17952774,0.17952774,2.13E-08,11498.51252,11500.51252
0.68,0.1,0.25,0.12,-0.178346084,0.178346084,2.65E-08,11498.93192,11500.93192
0.37,0.98,0.16,0.95,-0.178152434,0.178152434,2.74E-08,11499.00037,11501.00037
0.28,0.68,0.03,0.98,-0.178029196,0.178029196,2.80E-08,11499.04389,11501.04389
0.94,0.07,0.08,0.52,-0.176314092,0.176314092,3.82E-08,11499.64622,11501.64622
0.82,0.02,0.15,0.32,-0.175874452,0.175874452,4.14E-08,11499.79962,11501.79962
0.28,0.67,0.03,0.95,-0.175702779,0.175702779,4.26E-08,11499.85941,11501.85941
0.23,0.97,0.1,0.78,-0.175355061,0.175355061,4.54E-08,11499.98032,11501.98032
0.1,0.88,0.13,0.76,-0.174273053,0.174273053,5.50E-08,11500.35494,11502.35494
0.93,0.13,0.17,0.25,-0.171626103,0.171626103,8.77E-08,11501.261,11503.261
0.63,0.11,0.02,0.37,-0.170825111,0.170825111,1.01E-07,11501.53228,11503.53228
0.05,0.92,0.92,0.06,-0.170235588,0.170235588,1.12E-07,11501.73108,11503.73108
0.76,0.1,0.06,0.33,-0.169100778,0.169100778,1.36E-07,11502.11172,11504.11172
1,0.05,0.27,0.2,-0.166492648,0.166492648,2.12E-07,11502.97633,11504.97633
0.02,0.3,0.07,0.55,-0.163996672,0.163996672,3.23E-07,11503.79046,11505.79046
0.01,0.71,0.46,0.09,-0.159592801,0.159592801,6.69E-07,11505.19528,11507.19528
0.76,0.06,0.15,0.21,-0.153559155,0.153559155,1.75E-06,11507.05476,11509.05476
0.07,1,0.04,1,-0.140304038,0.140304038,1.28E-05,11510.87683,11512.87683
0.41,0.03,0.15,0.11,-0.138428511,0.138428511,1.68E-05,11511.38863,11513.38863
